id; CInvocations; CPrimitives; CSInvocations; DSInvocations; GSInvocations; GSPrimitives; HSnvocations; IAPrimitives; IAVertices; PSInvocations; VSInvocations
0; 2; 2; 0; 0; 0; 0; 0; 2; 6; 104652; 6
